ccode_pew,satis,age,age2
18,4,45,2025
18,7,24,576
18,5,23,529
18,10,23,529
18,7,46,2116
18,7,30,900
18,8,43,1849
18,3,31,961
18,5,33,1089
18,6,55,3025
18,6,31,961
18,8,70,4900
18,6,39,1521
18,6,31,961
18,8,24,576
18,6,49,2401
18,7,32,1024
18,5,25,625
18,10,33,1089
18,5,30,900
18,6,35,1225
18,5,51,2601
18,7,42,1764
18,7,30,900
18,6,30,900
18,7,35,1225
18,7,50,2500
18,6,31,961
18,7,32,1024
18,7,24,576
18,8,30,900
18,7,24,576
18,8,29,841
18,7,28,784
18,7,21,441
18,5,32,1024
18,6,57,3249
18,8,52,2704
18,8,35,1225
18,6,35,1225
18,6,45,2025
18,6,70,4900
18,6,40,1600
18,6,27,729
18,7,34,1156
18,7,23,529
18,6,30,900
18,3,30,900
18,4,27,729
18,4,29,841
18,5,32,1024
18,5,38,1444
18,4,38,1444
18,5,36,1296
18,3,22,484
18,5,28,784
18,5,54,2916
18,2,37,1369
18,6,48,2304
18,5,36,1296
18,6,32,1024
18,2,42,1764
18,7,27,729
18,4,48,2304
18,3,60,3600
18,6,60,3600
18,6,50,2500
18,6,29,841
18,6,29,841
18,4,47,2209
18,4,27,729
18,7,36,1296
18,6,29,841
18,6,23,529
18,5,43,1849
18,6,28,784
18,6,31,961
18,5,30,900
18,6,43,1849
18,5,60,3600
18,3,34,1156
18,5,23,529
18,5,24,576
18,6,33,1089
18,7,22,484
18,7,26,676
18,5,56,3136
18,5,22,484
18,7,44,1936
18,7,37,1369
18,8,26,676
18,5,21,441
18,6,22,484
18,7,49,2401
18,6,55,3025
18,6,27,729
18,8,21,441
18,6,33,1089
18,5,40,1600
18,6,43,1849
18,5,34,1156
18,2,60,3600
18,5,35,1225
18,6,42,1764
18,5,30,900
18,5,28,784
18,6,28,784
18,6,30,900
18,6,28,784
18,4,34,1156
18,5,28,784
18,5,49,2401
18,5,30,900
18,3,64,4096
18,6,25,625
18,2,37,1369
18,6,61,3721
18,6,25,625
18,5,23,529
18,6,59,3481
18,5,40,1600
18,7,30,900
18,4,40,1600
18,5,52,2704
18,5,30,900
18,2,50,2500
18,5,52,2704
18,5,52,2704
18,7,30,900
18,7,25,625
18,5,36,1296
18,3,51,2601
18,6,22,484
18,6,22,484
18,3,33,1089
18,5,26,676
18,4,33,1089
18,7,32,1024
18,6,28,784
18,1,36,1296
18,4,30,900
18,2,37,1369
18,4,48,2304
18,3,30,900
18,6,26,676
18,6,45,2025
18,6,27,729
18,3,30,900
18,7,47,2209
18,6,32,1024
18,6,29,841
18,5,57,3249
18,5,61,3721
18,4,23,529
18,4,36,1296
18,7,34,1156
18,7,45,2025
18,6,36,1296
18,3,29,841
18,7,52,2704
18,4,51,2601
18,3,37,1369
18,5,34,1156
18,6,21,441
18,6,49,2401
18,5,22,484
18,6,45,2025
18,8,43,1849
18,7,43,1849
18,9,42,1764
18,7,64,4096
18,7,23,529
18,6,33,1089
18,8,28,784
18,5,37,1369
18,7,52,2704
18,5,35,1225
18,5,28,784
18,9,42,1764
18,6,49,2401
18,7,40,1600
18,6,22,484
18,6,30,900
18,6,42,1764
18,6,50,2500
18,6,52,2704
18,6,29,841
18,5,37,1369
18,7,62,3844
18,6,60,3600
18,4,25,625
18,7,40,1600
18,6,45,2025
18,8,26,676
18,8,38,1444
18,5,31,961
18,7,47,2209
18,8,30,900
18,4,40,1600
18,4,29,841
18,8,30,900
18,8,35,1225
18,6,61,3721
18,5,40,1600
18,7,48,2304
18,5,46,2116
18,5,59,3481
18,5,46,2116
18,6,29,841
18,5,46,2116
18,8,28,784
18,7,40,1600
18,9,39,1521
18,5,23,529
18,7,31,961
18,7,58,3364
18,6,53,2809
18,4,43,1849
18,9,44,1936
18,8,23,529
18,6,42,1764
18,7,31,961
18,6,30,900
18,5,37,1369
18,6,38,1444
18,8,25,625
18,7,32,1024
18,6,23,529
18,5,26,676
18,7,50,2500
18,7,29,841
18,10,31,961
18,8,30,900
18,6,25,625
18,7,30,900
18,6,46,2116
18,7,24,576
18,6,55,3025
18,6,27,729
18,6,39,1521
18,7,60,3600
18,7,50,2500
18,6,27,729
18,6,42,1764
18,8,31,961
18,6,39,1521
18,6,34,1156
18,7,35,1225
18,7,38,1444
18,7,30,900
18,7,31,961
18,5,26,676
18,6,42,1764
18,7,40,1600
18,7,38,1444
18,5,38,1444
18,5,23,529
18,7,59,3481
18,9,27,729
18,8,32,1024
18,7,60,3600
18,7,23,529
18,6,30,900
18,6,42,1764
18,4,42,1764
18,8,26,676
18,5,30,900
18,6,27,729
18,7,23,529
18,7,38,1444
18,6,28,784
18,6,29,841
18,7,51,2601
18,7,22,484
18,6,53,2809
18,8,26,676
18,6,32,1024
18,6,22,484
18,7,26,676
18,7,32,1024
18,7,27,729
18,6,29,841
18,5,38,1444
18,3,29,841
18,6,31,961
18,7,26,676
18,6,37,1369
18,6,28,784
18,6,32,1024
18,5,33,1089
18,6,43,1849
18,3,29,841
18,5,31,961
18,3,45,2025
18,4,50,2500
18,5,38,1444
18,3,24,576
18,7,34,1156
18,8,45,2025
18,7,42,1764
18,5,56,3136
18,6,39,1521
18,4,66,4356
18,2,27,729
18,10,42,1764
18,6,27,729
18,10,49,2401
18,8,38,1444
18,7,34,1156
18,4,33,1089
18,6,37,1369
18,6,37,1369
18,7,32,1024
18,6,40,1600
18,6,47,2209
18,4,37,1369
18,5,44,1936
18,5,39,1521
18,5,60,3600
18,4,37,1369
18,3,25,625
18,2,21,441
18,7,34,1156
18,3,21,441
18,2,29,841
18,5,27,729
18,7,52,2704
18,7,28,784
18,5,52,2704
18,1,55,3025
18,3,45,2025
18,5,31,961
18,7,43,1849
18,3,32,1024
18,5,37,1369
18,1,67,4489
18,5,67,4489
18,5,42,1764
18,5,33,1089
18,3,64,4096
18,3,40,1600
18,7,39,1521
18,6,30,900
18,5,37,1369
18,4,48,2304
18,5,22,484
18,2,63,3969
18,8,30,900
18,7,25,625
18,9,37,1369
18,3,38,1444
18,5,27,729
18,6,62,3844
18,6,27,729
18,6,28,784
18,6,24,576
18,6,25,625
18,6,36,1296
18,3,22,484
18,4,28,784
18,2,45,2025
18,4,40,1600
18,8,40,1600
18,4,31,961
18,4,32,1024
18,8,33,1089
18,3,35,1225
18,5,41,1681
18,3,40,1600
18,5,24,576
18,5,39,1521
18,5,34,1156
18,7,37,1369
18,5,40,1600
18,5,29,841
18,7,32,1024
18,6,29,841
18,7,29,841
18,2,38,1444
18,6,34,1156
18,5,40,1600
18,6,39,1521
18,6,55,3025
18,8,65,4225
18,3,51,2601
18,7,31,961
18,7,34,1156
18,7,25,625
18,6,30,900
18,4,35,1225
18,4,46,2116
18,7,28,784
18,5,51,2601
18,8,44,1936
18,7,29,841
18,5,53,2809
18,6,31,961
18,7,49,2401
18,6,38,1444
18,4,25,625
18,7,30,900
18,5,45,2025
18,7,33,1089
18,5,49,2401
18,6,23,529
18,7,33,1089
18,5,52,2704
18,5,25,625
18,6,29,841
18,6,44,1936
18,5,35,1225
18,5,43,1849
18,6,22,484
18,7,38,1444
18,7,57,3249
18,7,49,2401
18,5,26,676
18,6,37,1369
18,5,30,900
18,8,29,841
18,6,40,1600
18,5,23,529
18,4,31,961
18,6,23,529
18,6,35,1225
18,5,49,2401
18,7,32,1024
18,6,30,900
18,6,35,1225
18,4,31,961
18,5,44,1936
18,4,65,4225
18,6,65,4225
18,8,53,2809
18,8,50,2500
18,5,40,1600
18,6,34,1156
18,6,36,1296
18,7,58,3364
18,8,39,1521
18,8,35,1225
18,5,27,729
18,7,28,784
18,7,23,529
18,6,60,3600
18,6,35,1225
18,7,51,2601
18,6,55,3025
18,5,29,841
18,7,38,1444
18,1,60,3600
18,7,52,2704
18,8,41,1681
18,7,42,1764
18,8,21,441
18,7,32,1024
18,6,35,1225
18,6,43,1849
18,6,69,4761
18,7,33,1089
18,5,60,3600
18,5,64,4096
18,8,21,441
18,7,48,2304
18,6,36,1296
18,7,50,2500
18,8,48,2304
18,5,42,1764
18,6,40,1600
18,6,40,1600
18,5,59,3481
18,6,31,961
18,5,35,1225
18,6,32,1024
18,7,40,1600
18,7,26,676
18,8,30,900
18,7,52,2704
18,5,34,1156
18,6,30,900
18,8,36,1296
18,7,28,784
18,6,39,1521
18,7,27,729
18,4,35,1225
18,6,33,1089
18,7,61,3721
18,4,35,1225
18,5,27,729
18,7,31,961
18,7,36,1296
18,7,59,3481
18,6,25,625
18,7,42,1764
18,7,61,3721
18,7,35,1225
18,4,27,729
18,6,42,1764
18,6,62,3844
18,6,27,729
18,7,54,2916
18,8,35,1225
18,6,60,3600
18,7,29,841
18,7,26,676
18,5,49,2401
18,4,52,2704
18,5,25,625
18,5,42,1764
18,6,28,784
18,8,32,1024
18,5,45,2025
18,5,24,576
18,9,40,1600
18,8,41,1681
18,6,60,3600
18,7,29,841
18,6,30,900
18,6,36,1296
18,5,43,1849
18,5,26,676
18,4,30,900
18,6,37,1369
18,6,50,2500
18,7,44,1936
18,8,26,676
18,7,30,900
18,6,42,1764
18,6,43,1849
18,5,28,784
18,6,44,1936
18,6,30,900
18,5,30,900
18,7,46,2116
18,6,30,900
18,5,23,529
18,7,56,3136
18,7,61,3721
18,5,58,3364
18,5,34,1156
18,4,45,2025
18,7,63,3969
18,6,28,784
18,8,24,576
18,4,57,3249
18,7,21,441
18,7,32,1024
18,7,21,441
18,6,30,900
18,5,28,784
18,9,41,1681
18,5,50,2500
18,3,30,900
18,6,28,784
18,6,23,529
18,3,34,1156
18,6,40,1600
18,6,42,1764
18,7,45,2025
18,6,46,2116
18,6,47,2209
18,6,35,1225
18,6,33,1089
18,6,46,2116
18,6,58,3364
18,6,45,2025
18,7,22,484
18,6,65,4225
18,5,50,2500
18,5,41,1681
18,5,48,2304
18,6,28,784
18,4,26,676
18,5,37,1369
18,5,35,1225
18,6,40,1600
18,5,33,1089
18,6,23,529
18,7,21,441
18,7,30,900
18,6,29,841
18,4,61,3721
18,4,32,1024
18,7,38,1444
18,4,43,1849
18,5,42,1764
18,6,62,3844
18,6,58,3364
18,6,25,625
18,6,25,625
18,8,57,3249
18,9,21,441
18,3,30,900
18,7,45,2025
18,6,44,1936
18,7,21,441
18,6,60,3600
18,6,45,2025
18,4,61,3721
18,5,26,676
18,7,37,1369
18,5,33,1089
18,7,22,484
18,7,46,2116
18,6,39,1521
18,3,50,2500
18,3,32,1024
18,8,23,529
18,3,23,529
18,6,28,784
18,3,46,2116
18,4,42,1764
18,7,26,676
18,5,33,1089
18,8,64,4096
18,9,53,2809
18,5,57,3249
18,6,22,484
18,7,45,2025
18,5,27,729
18,4,21,441
18,5,61,3721
18,5,56,3136
18,6,42,1764
18,5,34,1156
18,7,39,1521
18,4,34,1156
18,6,29,841
18,5,28,784
18,5,62,3844
18,7,33,1089
18,4,33,1089
18,3,63,3969
18,6,37,1369
18,4,23,529
18,5,30,900
18,5,22,484
18,3,34,1156
18,8,34,1156
18,6,43,1849
18,7,30,900
18,4,23,529
18,4,29,841
18,4,57,3249
18,6,53,2809
18,4,40,1600
18,5,39,1521
18,6,47,2209
18,4,30,900
18,5,28,784
18,8,26,676
18,3,27,729
18,5,25,625
18,5,25,625
18,3,29,841
18,6,46,2116
18,4,39,1521
18,7,24,576
18,6,37,1369
18,5,27,729
18,5,28,784
18,5,47,2209
18,6,28,784
18,4,22,484
18,8,24,576
18,6,22,484
18,4,28,784
18,6,38,1444
18,8,34,1156
18,3,62,3844
18,7,47,2209
18,7,51,2601
18,6,49,2401
18,4,33,1089
18,4,29,841
18,7,39,1521
18,8,41,1681
18,6,40,1600
18,7,34,1156
18,7,39,1521
18,5,44,1936
18,5,40,1600
18,7,50,2500
18,6,62,3844
18,6,37,1369
18,6,35,1225
18,6,34,1156
18,5,57,3249
18,4,30,900
18,5,26,676
18,8,21,441
18,5,27,729
18,7,39,1521
18,5,21,441
18,5,62,3844
18,4,27,729
18,5,29,841
18,5,24,576
18,8,26,676
18,5,27,729
18,7,60,3600
18,5,39,1521
18,3,37,1369
18,6,33,1089
18,8,31,961
18,7,46,2116
18,5,21,441
18,6,35,1225
18,5,34,1156
18,5,38,1444
18,5,21,441
18,6,62,3844
18,6,48,2304
18,6,47,2209
18,4,42,1764
18,5,22,484
18,6,44,1936
18,3,26,676
18,5,23,529
18,5,28,784
18,5,36,1296
18,7,40,1600
18,6,28,784
18,1,29,841
18,1,26,676
18,1,32,1024
18,5,27,729
18,3,51,2601
18,5,25,625
18,7,22,484
18,7,31,961
18,5,60,3600
18,5,60,3600
18,5,28,784
18,6,47,2209
18,5,42,1764
18,10,35,1225
18,5,35,1225
18,2,53,2809
18,5,29,841
18,5,31,961
18,7,32,1024
18,6,65,4225
18,4,45,2025
18,7,29,841
18,5,58,3364
18,7,42,1764
18,3,28,784
18,4,32,1024
18,4,23,529
18,3,25,625
18,6,45,2025
18,6,34,1156
18,6,28,784
18,7,58,3364
18,4,35,1225
18,6,41,1681
18,7,45,2025
18,8,58,3364
18,7,26,676
18,6,25,625
18,5,30,900
18,4,36,1296
18,3,36,1296
18,6,24,576
18,6,45,2025
18,6,39,1521
18,5,42,1764
18,2,40,1600
18,7,29,841
18,4,30,900
18,4,44,1936
18,7,35,1225
18,5,29,841
18,6,50,2500
18,8,42,1764
18,6,38,1444
18,6,40,1600
18,4,43,1849
18,3,26,676
18,5,30,900
18,6,42,1764
18,7,37,1369
18,4,29,841
18,6,21,441
18,7,29,841
18,7,50,2500
18,3,60,3600
18,7,23,529
18,6,60,3600
18,6,42,1764
18,5,38,1444
18,6,27,729
18,4,43,1849
18,6,47,2209
18,4,45,2025
18,2,27,729
18,9,52,2704
18,7,29,841
18,7,51,2601
18,3,24,576
18,8,51,2601
18,8,56,3136
18,5,45,2025
18,6,45,2025
18,3,40,1600
18,5,32,1024
18,4,36,1296
18,4,50,2500
18,4,35,1225
18,3,32,1024
18,9,52,2704
18,7,22,484
18,6,37,1369
18,5,35,1225
18,7,30,900
18,6,23,529
18,6,42,1764
18,7,63,3969
18,4,40,1600
18,2,22,484
18,9,43,1849
18,6,48,2304
18,4,43,1849
18,5,42,1764
18,6,40,1600
18,5,36,1296
18,3,54,2916
18,4,37,1369
18,5,26,676
18,5,37,1369
18,5,43,1849
18,6,23,529
18,7,40,1600
18,7,30,900
45,2,22,484
45,1,23,529
45,6,32,1024
45,5,44,1936
45,5,26,676
45,7,40,1600
45,7,33,1089
45,5,34,1156
45,5,23,529
45,5,33,1089
45,6,44,1936
45,7,40,1600
45,6,44,1936
45,7,34,1156
45,5,23,529
45,6,24,576
45,5,34,1156
45,6,24,576
45,7,33,1089
45,6,23,529
45,8,23,529
45,7,34,1156
45,6,24,576
45,5,40,1600
45,9,58,3364
45,10,23,529
45,5,50,2500
45,6,59,3481
45,8,45,2025
45,1,44,1936
45,8,24,576
45,7,24,576
45,3,45,2025
45,7,32,1024
45,6,33,1089
45,2,43,1849
45,2,33,1089
45,8,24,576
45,3,33,1089
45,7,34,1156
45,7,48,2304
45,2,24,576
45,1,45,2025
45,7,32,1024
45,4,56,3136
45,7,42,1764
45,6,30,900
45,5,23,529
45,3,33,1089
45,6,23,529
45,4,44,1936
45,6,44,1936
45,1,53,2809
45,6,34,1156
45,7,24,576
45,4,59,3481
45,10,56,3136
45,8,30,900
45,8,34,1156
45,5,44,1936
45,4,60,3600
45,3,53,2809
45,4,50,2500
45,8,23,529
45,8,47,2209
45,3,54,2916
45,3,40,1600
45,1,44,1936
45,1,34,1156
45,6,40,1600
45,1,22,484
45,6,22,484
45,1,33,1089
45,6,34,1156
45,8,32,1024
45,8,24,576
45,1,40,1600
45,3,53,2809
45,3,45,2025
45,4,50,2500
45,3,54,2916
45,5,55,3025
45,5,56,3136
45,3,55,3025
45,3,60,3600
45,4,59,3481
45,4,62,3844
45,3,46,2116
45,3,56,3136
45,3,59,3481
45,6,58,3364
45,5,45,2025
45,5,33,1089
45,4,44,1936
45,6,35,1225
45,3,44,1936
45,4,22,484
45,7,34,1156
45,2,46,2116
45,6,32,1024
45,4,56,3136
45,4,24,576
45,3,24,576
45,8,33,1089
45,4,23,529
45,5,23,529
45,7,49,2401
45,4,60,3600
45,6,45,2025
45,2,22,484
45,5,39,1521
45,2,24,576
45,4,44,1936
45,6,44,1936
45,4,34,1156
45,6,24,576
45,4,30,900
45,4,47,2209
45,3,50,2500
45,5,58,3364
45,6,44,1936
45,4,42,1764
45,8,34,1156
45,8,29,841
45,8,28,784
45,8,30,900
45,4,30,900
45,5,29,841
45,6,40,1600
45,8,24,576
45,5,34,1156
45,8,24,576
45,8,45,2025
45,4,55,3025
45,6,24,576
45,4,24,576
45,6,24,576
45,7,34,1156
45,7,23,529
45,6,57,3249
45,7,49,2401
45,5,58,3364
45,8,30,900
45,7,54,2916
45,8,32,1024
45,7,24,576
45,4,32,1024
45,7,37,1369
45,7,40,1600
45,7,50,2500
45,7,23,529
45,3,22,484
45,4,60,3600
45,6,30,900
45,1,44,1936
45,4,50,2500
45,1,55,3025
45,6,23,529
45,3,60,3600
45,7,23,529
45,9,24,576
45,8,30,900
45,5,29,841
45,3,54,2916
45,6,37,1369
45,4,43,1849
45,4,21,441
45,4,40,1600
45,1,52,2704
45,2,33,1089
45,4,49,2401
45,3,40,1600
45,3,37,1369
45,6,29,841
45,7,33,1089
45,8,24,576
45,8,31,961
45,7,50,2500
45,3,62,3844
45,3,23,529
45,6,57,3249
45,2,46,2116
45,8,23,529
45,3,44,1936
45,8,39,1521
45,7,22,484
45,4,41,1681
45,5,22,484
45,8,34,1156
45,9,44,1936
45,7,40,1600
45,9,34,1156
45,4,57,3249
45,8,24,576
45,8,22,484
45,3,44,1936
45,6,24,576
45,7,23,529
45,3,22,484
45,5,28,784
45,0,50,2500
45,10,52,2704
45,10,56,3136
45,10,21,441
45,9,50,2500
45,2,47,2209
45,4,56,3136
45,4,44,1936
45,5,43,1849
45,5,30,900
45,4,33,1089
45,4,31,961
45,4,34,1156
45,4,34,1156
45,4,33,1089
45,6,33,1089
45,4,31,961
45,3,30,900
45,3,33,1089
45,4,37,1369
45,3,31,961
45,4,35,1225
45,4,33,1089
45,4,33,1089
45,3,25,625
45,4,29,841
45,3,27,729
45,3,28,784
45,4,26,676
45,4,22,484
45,5,22,484
45,5,41,1681
45,4,44,1936
45,4,44,1936
45,4,33,1089
45,4,32,1024
45,3,30,900
45,4,26,676
45,4,27,729
45,4,32,1024
45,3,30,900
45,5,21,441
45,5,24,576
45,5,24,576
45,5,26,676
45,4,27,729
45,4,22,484
45,5,23,529
45,5,33,1089
45,4,55,3025
45,6,44,1936
45,9,40,1600
45,7,29,841
45,7,60,3600
45,1,30,900
45,6,21,441
45,5,33,1089
45,3,58,3364
45,8,59,3481
45,3,32,1024
45,7,34,1156
45,3,24,576
45,5,54,2916
45,3,59,3481
45,5,32,1024
45,5,34,1156
45,5,22,484
45,2,55,3025
45,8,23,529
45,7,32,1024
45,4,54,2916
45,7,24,576
45,4,59,3481
45,3,57,3249
45,5,27,729
45,5,32,1024
45,6,30,900
45,6,26,676
45,4,29,841
45,5,30,900
45,5,30,900
45,6,29,841
45,6,34,1156
45,7,33,1089
45,7,32,1024
45,6,34,1156
45,7,34,1156
45,7,32,1024
45,7,30,900
45,9,34,1156
45,7,34,1156
45,4,56,3136
45,6,46,2116
45,1,55,3025
45,5,45,2025
45,6,51,2601
45,6,50,2500
45,8,34,1156
45,2,57,3249
45,5,45,2025
45,3,26,676
45,8,24,576
45,8,23,529
45,6,23,529
45,10,39,1521
45,7,38,1444
45,1,40,1600
45,4,29,841
45,1,30,900
45,10,24,576
45,5,33,1089
45,5,24,576
45,8,55,3025
45,5,34,1156
45,6,46,2116
45,7,33,1089
45,6,36,1296
45,2,23,529
45,9,21,441
45,9,24,576
45,7,26,676
45,8,25,625
45,4,24,576
45,5,46,2116
45,4,36,1296
45,6,30,900
45,7,26,676
45,7,24,576
45,5,23,529
45,2,24,576
45,2,22,484
45,1,24,576
45,1,29,841
45,2,53,2809
45,4,34,1156
45,3,24,576
45,1,54,2916
45,2,34,1156
45,3,44,1936
45,2,34,1156
45,6,24,576
45,4,40,1600
45,5,42,1764
45,2,30,900
45,4,55,3025
45,6,34,1156
45,6,22,484
45,6,23,529
45,6,30,900
45,7,56,3136
45,5,57,3249
45,4,39,1521
45,5,42,1764
45,5,24,576
45,4,33,1089
45,5,50,2500
45,8,58,3364
45,5,60,3600
45,5,30,900
45,9,47,2209
45,3,23,529
45,2,24,576
45,2,35,1225
45,5,23,529
45,4,58,3364
45,5,24,576
45,4,23,529
45,5,23,529
45,7,24,576
45,5,24,576
45,7,24,576
45,8,24,576
45,7,24,576
45,8,23,529
45,9,24,576
45,8,23,529
45,10,23,529
45,10,24,576
45,10,24,576
45,9,24,576
45,6,33,1089
45,2,32,1024
45,9,33,1089
45,7,34,1156
45,9,36,1296
45,8,34,1156
45,9,23,529
45,5,34,1156
45,6,29,841
45,5,29,841
45,10,32,1024
45,0,30,900
45,0,40,1600
45,9,42,1764
45,9,35,1225
45,6,38,1444
45,9,49,2401
45,3,21,441
45,8,22,484
45,6,51,2601
45,0,50,2500
45,0,49,2401
45,0,58,3364
45,10,57,3249
45,0,59,3481
45,1,56,3136
45,3,23,529
45,9,24,576
45,9,22,484
45,5,25,625
45,9,33,1089
45,5,30,900
45,9,31,961
45,3,28,784
45,7,30,900
45,6,23,529
45,3,24,576
45,10,46,2116
45,3,23,529
45,1,24,576
45,3,38,1444
45,8,36,1296
45,4,29,841
45,6,34,1156
45,1,34,1156
45,5,33,1089
45,3,34,1156
45,5,32,1024
45,1,44,1936
45,6,23,529
45,9,29,841
45,9,30,900
45,3,55,3025
45,10,24,576
45,1,53,2809
45,4,44,1936
45,2,50,2500
45,7,22,484
45,4,40,1600
45,5,53,2809
45,9,56,3136
45,3,55,3025
45,5,40,1600
45,8,24,576
45,5,50,2500
45,6,60,3600
45,8,54,2916
45,5,22,484
45,7,34,1156
45,5,24,576
45,6,21,441
45,5,21,441
45,8,22,484
45,5,22,484
45,8,22,484
45,7,45,2025
45,5,22,484
45,9,44,1936
45,7,42,1764
45,8,40,1600
45,4,58,3364
45,2,58,3364
45,5,45,2025
45,2,50,2500
45,4,24,576
45,1,44,1936
45,2,32,1024
45,4,50,2500
45,6,34,1156
45,3,21,441
45,0,25,625
45,3,23,529
45,1,26,676
45,7,30,900
45,7,55,3025
45,5,50,2500
45,6,45,2025
45,5,40,1600
45,9,36,1296
45,9,33,1089
45,8,30,900
45,5,26,676
45,6,24,576
45,6,23,529
45,7,29,841
45,8,26,676
45,10,23,529
45,9,49,2401
45,7,54,2916
45,7,66,4356
45,7,59,3481
45,4,55,3025
45,7,38,1444
45,5,40,1600
45,9,37,1369
45,10,34,1156
45,8,25,625
45,0,33,1089
45,5,56,3136
45,10,55,3025
45,2,46,2116
45,1,40,1600
45,10,30,900
45,8,39,1521
45,9,43,1849
45,3,40,1600
45,2,51,2601
45,8,50,2500
45,6,38,1444
45,6,34,1156
45,5,40,1600
45,5,58,3364
45,6,50,2500
45,7,29,841
45,6,50,2500
45,4,30,900
45,5,44,1936
45,8,54,2916
45,7,40,1600
45,7,28,784
45,8,30,900
45,6,43,1849
45,4,30,900
45,4,50,2500
45,6,56,3136
45,7,24,576
45,6,50,2500
45,6,33,1089
45,6,24,576
45,6,30,900
45,6,44,1936
45,6,34,1156
45,6,23,529
45,8,41,1681
45,3,23,529
45,4,21,441
45,4,22,484
45,3,24,576
45,5,22,484
45,3,21,441
45,4,22,484
45,5,25,625
45,6,30,900
45,4,23,529
45,4,24,576
45,5,22,484
45,4,49,2401
45,10,43,1849
45,6,23,529
45,4,24,576
45,5,23,529
45,5,22,484
45,3,24,576
45,5,33,1089
45,4,34,1156
45,7,45,2025
45,7,35,1225
45,7,52,2704
45,3,44,1936
45,1,57,3249
45,10,59,3481
45,10,60,3600
45,10,44,1936
45,1,60,3600
45,2,42,1764
45,2,41,1681
45,2,62,3844
45,2,61,3721
45,3,50,2500
45,10,46,2116
45,10,55,3025
45,6,37,1369
45,2,51,2601
45,10,51,2601
45,8,47,2209
45,8,40,1600
45,10,59,3481
45,8,50,2500
45,10,53,2809
45,3,40,1600
45,6,59,3481
45,4,33,1089
45,10,32,1024
45,8,26,676
45,8,30,900
45,2,27,729
45,2,26,676
45,7,48,2304
45,3,40,1600
45,10,57,3249
45,2,35,1225
45,7,36,1296
45,4,40,1600
45,10,44,1936
45,2,44,1936
45,2,46,2116
45,10,60,3600
45,6,40,1600
45,2,50,2500
45,2,56,3136
45,10,57,3249
45,8,41,1681
45,10,43,1849
45,2,52,2704
45,10,66,4356
45,6,36,1296
45,8,47,2209
45,2,50,2500
45,2,49,2401
45,10,40,1600
45,6,50,2500
45,4,53,2809
45,7,49,2401
45,10,30,900
45,10,52,2704
45,10,48,2304
45,2,45,2025
45,10,37,1369
45,2,41,1681
45,10,57,3249
45,10,61,3721
45,8,57,3249
45,10,53,2809
45,4,49,2401
45,9,40,1600
45,10,24,576
45,10,28,784
45,10,45,2025
45,2,25,625
45,10,58,3364
45,10,50,2500
45,4,55,3025
45,10,32,1024
45,6,43,1849
45,2,28,784
45,10,35,1225
45,2,38,1444
45,7,41,1681
45,2,26,676
45,8,22,484
45,8,21,441
45,2,55,3025
45,2,60,3600
45,2,59,3481
45,6,53,2809
45,3,21,441
45,4,40,1600
45,5,21,441
45,4,23,529
45,5,24,576
45,4,31,961
45,7,29,841
45,4,40,1600
45,5,42,1764
45,5,44,1936
45,7,40,1600
45,6,49,2401
45,3,49,2401
45,3,54,2916
45,3,33,1089
45,3,49,2401
45,5,36,1296
45,4,40,1600
45,3,46,2116
45,4,37,1369
45,4,57,3249
45,4,36,1296
45,5,50,2500
45,5,44,1936
45,3,50,2500
45,5,43,1849
45,3,46,2116
45,3,44,1936
45,3,42,1764
45,4,44,1936
45,3,30,900
45,5,44,1936
45,4,54,2916
45,8,23,529
45,6,23,529
45,2,56,3136
45,2,56,3136
45,2,58,3364
45,9,22,484
45,6,27,729
45,6,29,841
45,3,27,729
45,3,34,1156
45,4,22,484
45,4,40,1600
45,4,40,1600
45,7,34,1156
45,6,22,484
45,5,34,1156
45,2,57,3249
45,4,50,2500
45,3,54,2916
45,5,28,784
45,5,58,3364
45,7,34,1156
45,6,24,576
45,7,31,961
45,7,24,576
45,4,42,1764
45,6,51,2601
45,6,30,900
45,6,31,961
45,7,24,576
45,5,40,1600
45,6,53,2809
45,6,24,576
45,6,26,676
45,7,44,1936
45,7,44,1936
45,7,21,441
45,7,22,484
45,7,24,576
45,5,50,2500
45,8,22,484
45,5,45,2025
45,5,43,1849
45,7,23,529
45,6,28,784
45,7,44,1936
45,7,22,484
45,7,24,576
45,6,51,2601
45,5,40,1600
45,5,42,1764
45,6,26,676
45,7,22,484
45,7,24,576
45,7,45,2025
45,5,43,1849
45,6,24,576
45,4,42,1764
45,6,50,2500
45,5,42,1764
45,7,22,484
45,7,23,529
45,6,28,784
45,5,42,1764
45,5,53,2809
45,6,52,2704
45,6,23,529
45,5,34,1156
45,2,59,3481
45,4,30,900
45,7,23,529
45,6,23,529
45,9,24,576
45,8,26,676
45,3,39,1521
45,6,24,576
45,9,31,961
45,4,56,3136
45,6,22,484
45,6,23,529
45,5,22,484
45,4,23,529
45,5,45,2025
45,4,33,1089
45,7,22,484
45,2,58,3364
45,9,24,576
45,4,23,529
45,3,24,576
45,5,23,529
45,10,33,1089
45,4,32,1024
45,3,22,484
45,2,54,2916
45,10,24,576
45,3,34,1156
45,7,34,1156
45,2,59,3481
45,5,32,1024
45,7,51,2601
45,7,22,484
45,8,22,484
45,6,32,1024
45,5,44,1936
45,7,45,2025
45,5,42,1764
45,5,50,2500
45,5,52,2704
45,5,31,961
45,4,30,900
